imag_component,real_component,ace_imag,ace_real,ala_imag,ala_real,asc_imag,asc_real,asp_imag,asp_real,cr_imag,cr_real,gaba_imag,gaba_real,glc_imag,glc_real,gln_imag,gln_real,glu_imag,glu_real,gly_imag,gly_real,gpc_imag,gpc_real,gsh_imag,gsh_real,ins_imag,ins_real,lac_imag,lac_real,mac_imag,mac_real,naa_imag,naa_real,naag_imag,naag_real,pcho_imag,pcho_real,pcr_imag,pcr_real,pe_imag,pe_real,tau_imag,tau_real
-1.5143505,-4.6409967,-0.175128,1.41772,0.384318,1.17052,0.0814931,0.655305,-0.0119231,0.775403,2.32738,-0.231224,-0.382407,-0.482655,0.749809,-0.148764,-0.34175,0.352971,-0.193053,-0.32622,-0.316733,0.887179,1.1017,3.93272,0.41423,0.677185,0.403748,0.384489,-0.644513,0.787169,0.0496433,-0.0004924,-0.0380993,-1.19663,0.141901,1.09223,-1.20388,4.22363,0.851895,-1.96861,-0.138142,0.248077,0.560917,-0.0269652
-9.8871153,2.6805007,-0.881826,1.14247,-0.434083,1.35625,-0.0440431,0.737557,-0.268933,0.758967,2.33335,0.373374,-0.0190547,-0.639823,0.721363,-0.0088104,-0.343627,0.171675,-0.0398419,-0.287658,-0.517879,0.82265,-0.0650047,4.09919,0.192327,0.840047,0.283519,0.456814,-1.2306,0.163755,0.0139533,0.0432732,0.599113,-1.04255,-0.50781,0.908748,-2.32921,3.74522,1.23089,-1.59497,-0.221523,0.249197,0.539604,0.139763
-8.9455722,1.8882743,-1.35419,0.533139,-1.23708,1.01032,-0.196306,0.769679,-0.512027,0.635326,2.16411,0.938674,0.379999,-0.586151,0.652705,0.0924995,-0.276014,0.0204592,0.0656525,-0.204341,-0.711155,0.691457,-1.23866,3.91159,-0.0698903,0.854989,0.14632,0.475844,-1.31463,-0.719406,-0.0481665,0.0422605,1.06381,-0.609135,-0.981541,0.414465,-3.28668,2.9544,1.47056,-1.16867,-0.315094,0.203761,0.466479,0.273857
-1.5461088,-2.9991539,-1.44292,-0.242233,-1.70845,0.238984,-0.340619,0.748644,-0.685379,0.419397,1.85935,1.41748,0.712137,-0.32658,0.57802,0.148757,-0.151338,-0.0747478,0.124668,-0.0991695,-0.858512,0.498309,-2.29938,3.38452,-0.279095,0.72792,0.0278135,0.442088,-0.831245,-1.50444,-0.0931805,-0.0114821,1.25614,-0.01826,-1.13799,-0.261249,-3.97552,1.91196,1.58545,-0.73236,-0.383785,0.112128,0.373546,0.364827
-5.0864671,6.1245571,-1.11171,-0.954491,-1.65724,-0.681853,-0.452793,0.697047,-0.751666,0.158769,1.46137,1.79221,0.882659,0.0914309,0.52177,0.179513,0.0022034,-0.0871899,0.139528,0.0188792,-0.934103,0.274191,-3.14601,2.5813,-0.36529,0.519348,-0.0479101,0.381836,0.0513901,-1.86065,-0.0849104,-0.0898828,1.14281,0.585436,-0.924465,-0.928321,-4.32563,0.720191,1.59278,-0.306363,-0.403777,0.0006302,0.284446,0.427511
1.5444389,8.8708837,-0.456732,-1.38804,-1.09538,-1.41737,-0.534719,0.64525,-0.70975,-0.087619,0.997562,2.06084,0.820652,0.577844,0.482937,0.212588,0.136888,-0.0055888,0.10201,0.142775,-0.939992,0.0581349,-3.71787,1.59299,-0.30986,0.316336,-0.08392,0.328999,0.992621,-1.62556,-0.0194433,-0.146338,0.754555,1.0611,-0.399081,-1.39623,-4.31678,-0.501061,1.49709,0.0977022,-0.378227,-0.0964634,0.198853,0.484811
-4.1425602,9.8136505,0.323026,-1.41495,-0.230249,-1.70846,-0.610089,0.608207,-0.591073,-0.276651,0.481674,2.21673,0.501896,1.0079,0.439093,0.260995,0.199034,0.149334,-0.0012277,0.251376,-0.901913,-0.126355,-3.9954,0.510391,-0.14723,0.194537,-0.106082,0.301638,1.61859,-0.880379,0.071793,-0.145731,0.179911,1.29324,0.288263,-1.53703,-3.9761,-1.64456,1.29334,0.45777,-0.333089,-0.160368,0.0965799,0.545068
4.1316394,12.422831,0.99415,-1.03696,0.622797,-1.47151,-0.703647,0.574496,-0.438041,-0.395951,-0.0692267,2.23962,-0.0294063,1.24742,0.366933,0.312009,0.154538,0.323721,-0.169892,0.305563,-0.848477,-0.282669,-3.98289,-0.592818,0.0577889,0.191543,-0.142147,0.290749,1.68201,0.0783783,0.142239,-0.0865381,-0.445057,1.21439,0.948541,-1.32366,-3.35714,-2.63381,0.985451,0.733833,-0.296375,-0.19901,-0.0419907,0.591605
2.2910121,0.46196434,1.36692,-0.378547,1.16737,-0.822827,-0.81979,0.515831,-0.280361,-0.457717,-0.617533,2.1057,-0.656208,1.19445,0.263473,0.336649,0.0097953,0.450509,-0.37358,0.26344,-0.789635,-0.431965,-3.68879,-1.65729,0.24052,0.303614,-0.200129,0.269571,1.1708,0.863115,0.159615,-0.0000628,-0.958732,0.828405,1.41571,-0.828759,-2.51634,-3.42035,0.604424,0.880021,-0.276716,-0.237793,-0.21495,0.592616
9.8319177,1.6100978,1.35127,0.362146,1.23715,-0.022669,-0.936787,0.40976,-0.125948,-0.478297,-1.10347,1.80972,-1.21339,0.821641,0.151641,0.312293,-0.18771,0.480609,-0.553044,0.106139,-0.710692,-0.59082,-3.11967,-2.62217,0.356246,0.501543,-0.262264,0.216152,0.314537,1.16164,0.124014,0.0713884,-1.21255,0.223826,1.59167,-0.189635,-1.50322,-3.96706,0.2103,0.868718,-0.257447,-0.297173,-0.393622,0.524128
9.5709273,0.10252671,0.972345,0.9801,0.848191,0.630968,-1.02103,0.258316,0.0287416,-0.460428,-1.46304,1.38162,-1.53832,0.197296,0.0658896,0.241196,-0.371897,0.406219,-0.642302,-0.143752,-0.586263,-0.752883,-2.2924,-3.41302,0.381484,0.749959,-0.298972,0.131952,-0.515474,0.87079,0.0634702,0.101274,-1.1191,-0.43749,1.45988,0.439785,-0.369236,-4.23412,-0.126161,0.709366,-0.210654,-0.374239,-0.537393,0.388749
10.394653,2.0389258,0.348364,1.32034,0.179138,0.912378,-1.05053,0.0884852,0.179152,-0.392166,-1.65448,0.884053,-1.52719,-0.529849,0.0285979,0.150787,-0.490612,0.261307,-0.599309,-0.425405,-0.403441,-0.888642,-1.25377,-3.94706,0.303766,1.01566,-0.292073,0.0423258,-0.966995,0.137006,0.0121274,0.0919166,-0.690213,-0.962611,1.07193,0.928104,0.815289,-4.18154,-0.350879,0.447808,-0.120411,-0.442437,-0.61782,0.216065
9.8007618,-4.9317121,-0.351783,1.30912,-0.503878,0.741212,-1.02998,-0.0658767,0.301021,-0.262977,-1.67511,0.390562,-1.17118,-1.17821,0.0350025,0.0754119,-0.528132,0.0992861,-0.42597,-0.664412,-0.176432,-0.963662,-0.0902586,-4.15568,0.114569,1.26266,-0.249553,-0.0214569,-0.855295,-0.712139,-0.0124881,0.0666486,-0.0436267,-1.18993,0.522637,1.1865,1.95318,-3.78827,-0.444809,0.145921,0.0025124,-0.469768,-0.634217,0.0443333
2.3232355,-2.9618321,-0.952268,0.959494,-0.943757,0.198984,-0.985967,-0.187011,0.357563,-0.0836197,-1.55716,-0.0415218,-0.555924,-1.59227,0.0579518,0.0331776,-0.504589,-0.0370161,-0.165077,-0.804026,0.0585859,-0.961633,1.08298,-4.01025,-0.185104,1.44437,-0.200602,-0.0450166,-0.234432,-1.31119,-0.0165857,0.048884,0.630945,-1.0465,-0.0718243,1.17391,2.93225,-3.07426,-0.421641,-0.144539,0.125739,-0.441781,-0.6094,-0.102871
2.724835,-1.5498823,-1.30561,0.360775,-0.976624,-0.507739,-0.946217,-0.283813,0.321423,0.107029,-1.34622,-0.385696,0.172853,-1.68648,0.0688005,0.0152311,-0.455166,-0.133743,0.122649,-0.824102,0.264716,-0.894911,2.14979,-3.53364,-0.570196,1.50673,-0.174622,-0.0412048,0.635245,-1.40885,-0.0190541,0.0449367,1.13495,-0.574209,-0.589457,0.898012,3.6527,-2.10813,-0.308287,-0.396291,0.216464,-0.372078,-0.56923,-0.227707
-3.933905,-7.6100368,-1.31982,-0.340127,-0.5809,-1.11947,-0.918471,-0.38212,0.195476,0.255537,-1.0782,-0.640212,0.858088,-1.45816,0.0586233,-0.004663,-0.405205,-0.202773,0.38535,-0.738152,0.425846,-0.794696,3.02089,-2.78958,-0.982312,1.40691,-0.180026,-0.0401408,1.40245,-0.963944,-0.0322107,0.0431387,1.32663,0.0873387,-0.918063,0.417486,4.0537,-0.992936,-0.123828,-0.600806,0.262898,-0.292437,-0.521731,-0.348949
-2.9014468,-6.2160925,-0.980138,-0.96505,0.118271,-1.40826,-0.885091,-0.502231,0.0165643,0.319843,-0.770858,-0.808416,1.37155,-0.971561,0.0437832,-0.0477294,-0.358456,-0.262696,0.593703,-0.574558,0.552446,-0.688361,3.64568,-1.85738,-1.33871,1.13813,-0.198791,-0.06646,1.76899,-0.150597,-0.0508639,0.0280502,1.16169,0.751542,-0.97784,-0.159301,4.12286,0.162164,0.127103,-0.749631,0.279981,-0.23008,-0.451716,-0.480124
-5.4521352,-0.32215398,-0.361897,-1.34218,0.888419,-1.25217,-0.817364,-0.640778,-0.161569,0.289933,-0.434427,-0.882368,1.63279,-0.329061,0.0518103,-0.112095,-0.304393,-0.320385,0.735864,-0.35818,0.667605,-0.581053,4.00319,-0.809376,-1.56016,0.743259,-0.200792,-0.120923,1.60254,0.721088,-0.0577388,-0.0029037,0.695744,1.24497,-0.748345,-0.690003,3.88426,1.26685,0.442369,-0.819486,0.295323,-0.189225,-0.334959,-0.612017
-3.935376,1.4019709,0.375816,-1.35328,1.46368,-0.679601,-0.698622,-0.770741,-0.294859,0.189191,-0.090598,-0.843331,1.60984,0.353598,0.0984777,-0.17278,-0.235681,-0.367213,0.802729,-0.106011,0.784205,-0.455366,4.08289,0.294733,-1.60366,0.304565,-0.167018,-0.180181,0.978128,1.33008,-0.0400104,-0.0347329,0.0553018,1.45228,-0.286366,-1.03332,3.37561,2.25672,0.802461,-0.774608,0.326251,-0.150699,-0.160992,-0.713246
0.88921329,7.6422908,1.02507,-0.977561,1.63487,0.132529,-0.538616,-0.859612,-0.366953,0.0562196,0.217129,-0.679116,1.31381,0.96164,0.173604,-0.199789,-0.159776,-0.391161,0.779318,0.162361,0.890742,-0.289103,3.87251,1.39632,-1.48033,-0.0876288,-0.104102,-0.214735,0.140193,1.46473,-0.0029581,-0.0458621,-0.603911,1.33428,0.280904,-1.09466,2.63231,3.08209,1.15994,-0.586104,0.365488,-0.0896767,0.0529741,-0.748894
-5.9293792,7.8219876,1.38979,-0.311366,1.32824,0.912566,-0.36827,-0.891994,-0.387305,-0.0790816,0.432282,-0.404635,0.796955,1.39077,0.246462,-0.180581,-0.09447,-0.392894,0.651895,0.411754,0.956705,-0.0774507,3.36359,2.42214,-1.24704,-0.370459,-0.0392681,-0.211373,-0.593941,1.09638,0.0312242,-0.0262845,-1.13322,0.923656,0.792402,-0.862232,1.68919,3.69159,1.4487,-0.254488,0.386358,0.0021633,0.267888,-0.703439
3.3212043,2.5093929,1.35295,0.452381,0.642144,1.38865,-0.218756,-0.879606,-0.372829,-0.207938,0.509109,-0.0688291,0.152513,1.56139,0.286819,-0.129896,-0.0510322,-0.390671,0.426366,0.590994,0.953523,0.157481,2.57079,3.28104,-0.976833,-0.528066,0.0003586,-0.183076,-0.952008,0.38504,0.0392105,0.0123791,-1.41531,0.310596,1.10733,-0.413573,0.596414,4.0272,1.60871,0.181644,0.363537,0.107068,0.444444,-0.590906
1.898448,5.1892855,0.921732,1.08406,-0.179574,1.39287,-0.100703,-0.851199,-0.328584,-0.335768,0.435041,0.259188,-0.493454,1.43969,0.285795,-0.0794769,-0.0195416,-0.40806,0.142537,0.650635,0.875293,0.377184,1.54931,3.88015,-0.726246,-0.585533,0.0083085,-0.158903,-0.805993,-0.381343,0.0147639,0.0435628,-1.38072,-0.373084,1.15274,0.113261,-0.565899,4.03777,1.60999,0.658136,0.293587,0.191661,0.564565,-0.444768
5.5774011,3.2646051,0.228316,1.39499,-0.835156,0.932909,0.0008308,-0.830141,-0.242943,-0.463152,0.236144,0.516683,-1.00675,1.05631,0.260906,-0.055426,0.0297413,-0.45284,-0.13016,0.569457,0.743653,0.549614,0.395019,4.1521,-0.518378,-0.584217,0.0035612,-0.161592,-0.220228,-0.89278,-0.0252045,0.0448372,-1.02267,-0.972365,0.942555,0.57103,-1.68959,3.70307,1.45997,1.11104,0.199619,0.229679,0.637115,-0.295293
-2.2177948,0.89401537,-0.51614,1.30062,-1.08301,0.19658,0.111966,-0.816644,-0.100948,-0.571248,-0.0381739,0.66913,-1.28282,0.507352,0.241618,-0.0602164,0.12715,-0.503757,-0.317298,0.371845,0.593133,0.667344,-0.776009,4.07623,-0.34828,-0.556342,0.0159343,-0.189884,0.568892,-0.933531,-0.0521761,0.0149237,-0.408822,-1.3366,0.561288,0.852465,-2.65989,3.05119,1.19026,1.49831,0.116464,0.219944,0.684095,-0.151377
0.46014625,-3.8137314,-1.09448,0.843365,-0.841116,-0.518919,0.247211,-0.788096,0.0950257,-0.624621,-0.340065,0.713474,-1.28166,-0.0705825,0.246451,-0.0728117,0.279013,-0.51732,-0.371346,0.122613,0.448048,0.747578,-1.85703,3.6798,-0.201903,-0.514485,0.0631171,-0.218978,1.23815,-0.468351,-0.0469729,-0.0247829,0.320418,-1.35806,0.124651,0.915911,-3.38491,2.15594,0.833717,1.80353,0.0674071,0.186137,0.718341,-0.0003049
0.31255867,4.6982573,-1.35231,0.168996,-0.222552,-0.926345,0.395633,-0.717159,0.31428,-0.590852,-0.6402,0.662807,-1.0407,-0.544558,0.268987,-0.0665881,0.455651,-0.452518,-0.291577,-0.0994836,0.308271,0.814316,-2.77137,3.0196,-0.0720605,-0.458623,0.136709,-0.2188,1.50126,0.335843,-0.014206,-0.0458948,0.97805,-1.01143,-0.260918,0.781484,-3.81528,1.11478,0.409292,2.02174,0.0498673,0.158677,0.730009,0.174837
-1.7448414,3.4591824,-1.23691,-0.527905,0.51071,-0.865253,0.526507,-0.593874,0.506588,-0.462979,-0.925968,0.525922,-0.656572,-0.828698,0.283314,-0.0313095,0.602114,-0.297799,-0.12022,-0.234084,0.154448,0.876425,-3.47333,2.15758,0.0398436,-0.389959,0.207786,-0.176304,1.2262,1.1676,0.0210931,-0.0344218,1.38144,-0.374998,-0.522226,0.508373,-3.9429,0.0212409,-0.0748747,2.1406,0.0405631,0.152463,0.692353,0.373817
-1.572198,5.705042,-0.798305,-1.06377,1.0562,-0.364874,0.610189,-0.435012,0.626061,-0.267985,-1.18479,0.29837,-0.2443,-0.905476,0.26466,0.0176056,0.666109,-0.0820719,0.0813042,-0.258572,-0.0316018,0.918375,-3.93305,1.14769,0.13417,-0.316991,0.247747,-0.105015,0.497171,1.69215,0.0325582,-0.0014708,1.41223,0.382898,-0.623482,0.17078,-3.78294,-1.05082,-0.603966,2.13341,0.0159592,0.15726,0.582509,0.570694
-2.3716094,-1.104343,-0.162229,-1.31005,1.19314,0.373295,0.638461,-0.273578,0.653901,-0.054421,-1.38787,-0.0279525,0.10479,-0.816063,0.209482,0.0495991,0.625517,0.137996,0.259738,-0.185291,-0.247021,0.910724,-4.12055,0.0409853,0.222672,-0.247648,0.248683,-0.0347205,-0.410686,1.69059,0.0129581,0.0252091,1.05955,1.0534,-0.56026,-0.156209,-3.35434,-2.04366,-1.14014,1.97082,-0.0277394,0.147833,0.401555,0.725069
4.6516695,1.4051073,0.507578,-1.21433,0.865688,1.06222,0.629031,-0.136402,0.604414,0.132616,-1.48939,-0.444531,0.345728,-0.628829,0.139712,0.041338,0.498157,0.306074,0.38418,-0.0429642,-0.463883,0.832414,-4.00405,-1.09821,0.325081,-0.174773,0.227955,0.0107654,-1.14044,1.15742,-0.019735,0.0228599,0.425385,1.45468,-0.355365,-0.402154,-2.67432,-2.90017,-1.6222,1.64319,-0.0703383,0.10591,0.178508,0.805158
-1.5061609,1.7878489,1.04536,-0.803562,0.195158,1.44434,0.61089,-0.0267199,0.510765,0.27185,-1.4439,-0.911973,0.475864,-0.40638,0.0878625,-0.0059744,0.328976,0.39141,0.441828,0.141585,-0.644281,0.687982,-3.56559,-2.18175,0.451693,-0.0697756,0.213652,0.0308892,-1.40359,0.309646,-0.0358254,-0.007813,-0.31139,1.48918,-0.0602744,-0.50789,-1.77018,-3.55272,-1.98424,1.17665,-0.0824328,0.0371024,-0.044976,0.805725
1.1103407,8.9014672,1.31465,-0.176785,-0.577057,1.38574,0.60168,0.0751792,0.401648,0.368032,-1.23075,-1.36453,0.513795,-0.188895,0.074188,-0.0674032,0.165074,0.396209,0.424293,0.348154,-0.763338,0.50662,-2.82274,-3.10508,0.584113,0.105475,0.222103,0.0476204,-1.10585,-0.501793,-0.0172538,-0.0418455,-0.955532,1.16722,0.245193,-0.44033,-0.69737,-3.92917,-2.18164,0.63002,-0.0480324,-0.0302485,-0.238025,0.747787
4.8836659,4.2597129,1.23725,0.510854,-1.18554,0.915258,0.594261,0.193889,0.286128,0.436223,-0.867889,-1.73239,0.479319,0.0023532,0.0930698,-0.112562,0.0360917,0.343625,0.31979,0.553869,-0.82298,0.323741,-1.8393,-3.77164,0.670749,0.372277,0.244582,0.0873352,-0.38994,-0.94202,0.026945,-0.0481508,-1.35378,0.591625,0.465968,-0.211474,0.452738,-3.9747,-2.207,0.0732969,0.0221207,-0.0636358,-0.394864,0.660662
7.3067489,-0.066389141,0.818279,1.0772,-1.43508,0.201674,0.562576,0.337199,0.157078,0.481638,-0.40523,-1.9675,0.387481,0.151869,0.118768,-0.127545,-0.0485728,0.258503,0.120176,0.721863,-0.846298,0.15886,-0.715068,-4.11984,0.645088,0.710585,0.253325,0.159126,0.425896,-0.836606,0.0650788,-0.0136143,-1.4294,-0.0835019,0.520797,0.112075,1.56534,-3.67562,-2.08558,-0.437999,0.0966738,-0.0485207,-0.529833,0.560179
9.0135669,-5.2445194,0.157618,1.3577,-1.26079,-0.513639,0.482339,0.487291,0.0090507,0.491348,0.0981926,-2.0561,0.25603,0.242497,0.126041,-0.124003,-0.0881459,0.156471,-0.16191,0.8023,-0.857021,0.0063214,0.440434,-4.13575,0.45914,1.05405,0.222351,0.246038,0.986432,-0.244752,0.0650847,0.0448511,-1.18713,-0.698266,0.37687,0.422125,2.52972,-3.06836,-1.85472,-0.875838,0.144698,0.0024971,-0.657554,0.439536
4.8760265,-4.3037009,-0.565294,1.25739,-0.740212,-1.00003,0.35081,0.611529,-0.144708,0.444503,0.597086,-2.0108,0.114222,0.261241,0.109929,-0.128632,-0.077918,0.048346,-0.480793,0.75041,-0.859787,-0.154411,1.53421,-3.84454,0.11295,1.31089,0.147341,0.315926,1.05166,0.57089,0.0184406,0.0900255,-0.697927,-1.12059,0.0708416,0.605321,3.26566,-2.22701,-1.54277,-1.23292,0.155899,0.0602006,-0.773903,0.279529
5.4888835,-5.5917813,-1.13863,0.790942,-0.0613511,-1.11019,0.190676,0.684696,-0.270728,0.333039,1.06762,-1.85016,0.0004683,0.212617,0.0896956,-0.161211,-0.0088058,-0.0469615,-0.763851,0.551932,-0.836209,-0.337012,2.50044,-3.28861,-0.337655,1.40029,0.0495971,0.34379,0.594462,1.26127,-0.0517135,0.0895314,-0.077353,-1.26479,-0.298866,0.588118,3.73321,-1.23763,-1.16293,-1.50389,0.144978,0.100851,-0.852719,0.0700503
-4.0141796,-2.9234788,-1.38606,0.088956,0.539823,-0.824125,0.035099,0.705914,-0.33188,0.176327,1.49669,-1.58225,-0.0533371,0.125876,0.0939966,-0.21793,0.11909,-0.0956886,-0.936835,0.238517,-0.759682,-0.531853,3.29216,-2.50919,-0.799538,1.28444,-0.0388769,0.328804,-0.196597,1.53954,-0.104692,0.0387004,0.534687,-1.10148,-0.608303,0.367637,3.92243,-0.176423,-0.724825,-1.67099,0.137179,0.123092,-0.861153,-0.17388
0.73620905,-7.7415977,-1.22944,-0.639108,0.854761,-0.255254,-0.0947848,0.697528,-0.310524,0.0173762,1.86354,-1.20507,-0.0403808,0.0461709,0.138565,-0.272726,0.28016,-0.0588968,-0.955035,-0.119286,-0.617629,-0.70756,3.86472,-1.54418,-1.17545,0.979677,-0.0978706,0.293307,-1.00458,1.29544,-0.109221,-0.0353674,0.99513,-0.664871,-0.755871,0.0121086,3.83403,0.895184,-0.253137,-1.7066,0.146271,0.146944,-0.782315,-0.414196
-8.8174881,-7.2040056,-0.718315,-1.17446,0.771592,0.383639,-0.202937,0.686912,-0.221234,-0.0980704,2.13039,-0.722707,0.0145161,0.0123898,0.213349,-0.295651,0.419916,0.0845176,-0.821575,-0.439335,-0.424244,-0.829586,4.16747,-0.441669,-1.39305,0.544409,-0.132083,0.264703,-1.51817,0.63004,-0.0640122,-0.091555,1.18558,-0.0550335,-0.698304,-0.368573,3.46763,1.91892,0.203477,-1.59164,0.161908,0.19584,-0.628255,-0.608981
-2.4722518,-5.9250899,-0.0119571,-1.36296,0.318031,0.848703,-0.312311,0.685032,-0.103379,-0.145338,2.25148,-0.163797,0.0676828,0.0358112,0.288878,-0.274426,0.472191,0.316658,-0.582045,-0.659785,-0.213979,-0.881955,4.15326,0.724503,-1.41657,0.0557903,-0.165081,0.254109,-1.55359,-0.196,0.0022862,-0.101784,1.04613,0.574405,-0.458996,-0.665468,2.82739,2.82495,0.582474,-1.3359,0.156084,0.275529,-0.433507,-0.734842
-0.73940479,-2.8264985,0.677992,-1.16278,-0.339849,0.95058,-0.444317,0.678024,0.0014483,-0.130967,2.19543,0.413817,0.0819264,0.0948653,0.337055,-0.222927,0.389586,0.577703,-0.300098,-0.757248,-0.0205592,-0.875901,3.80052,1.85282,-1.24192,-0.40899,-0.218858,0.247969,-1.11778,-0.871908,0.0512813,-0.0683271,0.603464,1.05064,-0.109647,-0.804758,1.94012,3.52978,0.831397,-0.984245,0.103915,0.366056,-0.233968,-0.796186
1.5973884,2.0449174,1.15835,-0.648704,-0.950075,0.629046,-0.599546,0.638107,0.0712237,-0.082665,1.96511,0.938081,0.0476992,0.150565,0.350718,-0.170276,0.169118,0.786489,-0.0304859,-0.742973,0.142801,-0.839077,3.13231,2.83168,-0.8871,-0.77871,-0.294656,0.218981,-0.395229,-1.15655,0.0606108,-0.0196972,-0.0242701,1.23336,0.25984,-0.76057,0.870647,3.95245,0.929739,-0.602565,0.0030503,0.433126,-0.0468306,-0.814979
-2.1835731,4.927168,1.30985,0.0227906,-1.26631,-0.0146519,-0.754389,0.545508,0.109466,-0.0272741,1.60034,1.34872,-0.0144242,0.172423,0.347278,-0.138857,-0.143217,0.874161,0.194261,-0.643973,0.287276,-0.793649,2.21762,3.56765,-0.389971,-0.986411,-0.369689,0.147991,0.329002,-0.964268,0.0369037,0.0110973,-0.656474,1.065,0.565992,-0.548635,-0.28018,4.04061,0.893797,-0.252044,-0.122952,0.450495,0.133733,-0.809284
2.4135916,4.2334224,1.1103,0.667325,-1.14601,-0.747716,-0.876175,0.40477,0.13247,0.0265338,1.16089,1.61716,-0.0714509,0.15689,0.353828,-0.127909,-0.472017,0.811612,0.358961,-0.485218,0.433806,-0.739898,1.15258,4.00724,0.184911,-0.972396,-0.412364,0.0402376,0.777313,-0.390245,0.0077102,0.0094407,-1.10723,0.595628,0.743104,-0.213309,-1.39679,3.78913,0.76179,0.0311285,-0.239874,0.416715,0.322486,-0.777172
-1.5989031,6.6799612,0.626348,1.12257,-0.613403,-1.29283,-0.945384,0.243076,0.148903,0.0883411,0.701363,1.74773,-0.1029,0.12561,0.385149,-0.115037,-0.743913,0.615752,0.452109,-0.285564,0.591354,-0.657717,0.0331322,4.13956,0.740563,-0.699981,-0.404564,-0.0764213,0.780498,0.328399,-0.0006681,-0.0128028,-1.24814,-0.0318585,0.746094,0.180804,-2.37771,3.23908,0.570659,0.237962,-0.325284,0.353846,0.521975,-0.698342
0.062881467,-3.9804045,-0.0130927,1.28135,0.143981,-1.43936,-0.968208,0.0918645,0.148298,0.169845,0.255054,1.76109,-0.114855,0.105342,0.431317,-0.0744095,-0.912142,0.333959,0.458545,-0.067343,0.744772,-0.524706,-1.0635,3.98053,1.15664,-0.179435,-0.354236,-0.170008,0.338896,0.900382,0.0176079,-0.0292344,-1.04962,-0.631538,0.555272,0.551666,-3.15466,2.45806,0.341384,0.371624,-0.38142,0.289369,0.711009,-0.552181
3.8225354,-0.62241396,-0.648478,1.10759,0.848342,-1.13073,-0.970046,-0.0343811,0.107724,0.266068,-0.163528,1.67357,-0.133085,0.104716,0.464339,0.0022546,-0.962172,0.0197965,0.366878,0.132528,0.861677,-0.337029,-2.0788,3.55272,1.31838,0.515416,-0.288885,-0.225769,-0.376012,1.08771,0.0453971,-0.0205191,-0.583946,-1.03709,0.187868,0.805875,-3.69186,1.51597,0.0824671,0.428739,-0.429065,0.235174,0.852089,-0.338407
0.95568341,-0.35621533,-1.12064,0.640976,1.24425,-0.487941,-0.974973,-0.146199,0.0116369,0.349562,-0.542026,1.48854,-0.180533,0.105131,0.458771,0.0978568,-0.900626,-0.283465,0.186552,0.263923,0.91326,-0.117051,-2.95893,2.87629,1.15574,1.25337,-0.234984,-0.25437,-1.08205,0.79706,0.0576171,0.0108911,0.0075487,-1.15053,-0.290263,0.857302,-3.97035,0.47247,-0.193166,0.392765,-0.487434,0.179577,0.912702,-0.0843393
-3.1227503,1.5906829,-1.30261,-0.0071799,1.20136,0.241873,-0.986774,-0.268103,-0.130582,0.383286,-0.854772,1.20555,-0.255843,0.0726951,0.410709,0.181213,-0.740904,-0.543755,-0.040324,0.281524,0.893446,0.0981846,-3.64169,1.97751,0.673092,1.87819,-0.198923,-0.280969,-1.49142,0.121465,0.0414986,0.0435828,0.564036,-0.96049,-0.766521,0.657587,-3.97235,-0.61769,-0.453074,0.245271,-0.555624,0.0983261,0.884828,0.167107
3.2220164,2.4867469,-1.13253,-0.671044,0.762266,0.788107,-0.98591,-0.41692,-0.283526,0.343437,-1.06248,0.839231,-0.328741,-0.017286,0.340807,0.228955,-0.498698,-0.731404,-0.245294,0.169677,0.822014,0.279123,-4.0585,0.906217,-0.0472998,2.25454,-0.163847,-0.323648,-1.42469,-0.688033,0.0063912,0.0545779,0.949409,-0.530953,-1.10653,0.224991,-3.6799,-1.68931,-0.64599,-0.0133742,-0.609963,-0.0238878,0.788262,0.380157
6.225288,0.57307399,-0.640064,-1.16602,0.117173,0.96398,-0.944664,-0.586023,-0.403072,0.235598,-1.1291,0.431556,-0.355737,-0.160635,0.279071,0.241531,-0.199879,-0.814238,-0.358437,-0.0429743,0.729447,0.419976,-4.15319,-0.253735,-0.870614,2.30599,-0.104639,-0.377697,-0.889044,-1.31651,-0.0239751,0.0373345,1.07811,0.0257733,-1.1977,-0.347031,-3.08978,-2.65755,-0.720189,-0.350311,-0.619465,-0.177914,0.655479,0.543052
1.3004394,-0.23000428,0.0481533,-1.3409,-0.478686,0.732898,-0.848938,-0.747449,-0.460282,0.0922057,-1.04412,0.0458946,-0.305133,-0.323004,0.24295,0.241293,0.109237,-0.766075,-0.338401,-0.290784,0.635005,0.537105,-3.90582,-1.39272,-1.65028,2.02879,-0.0095406,-0.417752,-0.0844067,-1.51255,-0.0301783,0.0063748,0.923491,0.576972,-0.992851,-0.912116,-2.23334,-3.42628,-0.647677,-0.705273,-0.567864,-0.332587,0.50957,0.667022
0.11234605,-4.0675472,0.736137,-1.13108,-0.805693,0.210646,-0.710186,-0.870335,-0.455087,-0.0470001,-0.833828,-0.255203,-0.174269,-0.457046,0.225274,0.254243,0.363241,-0.585561,-0.189497,-0.497717,0.534588,0.651048,-3.34485,-2.4002,-2.264,1.47948,0.108098,-0.416189,0.672284,-1.19701,-0.0118454,-0.0145325,0.517368,0.99214,-0.531817,-1.31799,-1.18481,-3.91191,-0.437462,-1.01257,-0.46566,-0.453534,0.351785,0.768828
